ID,Country,Section,Region,Chirality,FaciesZone
BAH_Dr_DR-2_2,Bosnia and Herzegovina,Drežnica,North-Eastern ,R,FZ3
BAH_Dr_DR-2_3,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-3_1,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-3_2,Bosnia and Herzegovina,Drežnica,North-Eastern ,R,FZ3
BAH_Dr_DR-3_3,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-3_4,Bosnia and Herzegovina,Drežnica,North-Eastern ,R,FZ3
BAH_Dr_DR-4_1,Bosnia and Herzegovina,Drežnica,North-Eastern ,R,FZ3
BAH_Dr_DR-4_2,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-4_3,Bosnia and Herzegovina,Drežnica,North-Eastern ,R,FZ3
BAH_Dr_DR-4_4,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-4_5,Bosnia and Herzegovina,Drežnica,North-Eastern ,R,FZ3
BAH_Dr_DR-4_6,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-5_1,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-6_1,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-7_1,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
BAH_Dr_DR-9_2,Bosnia and Herzegovina,Drežnica,North-Eastern ,R,FZ3
BAH_Dr_DR-9_3,Bosnia and Herzegovina,Drežnica,North-Eastern ,R,FZ3
BAH_Dr_DR-9_4,Bosnia and Herzegovina,Drežnica,North-Eastern ,L,FZ3
SL_Pr_PR10A_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10A_10,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10A_11,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10A_2,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10A_3,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10A_4,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10A_5,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10A_6,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10A_7,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10A_8,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10A_9,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_10,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_11,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_12,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10_13,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_14,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_15,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10_16,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10_17,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_2,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10_3,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_4,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10_5,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10_6,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR10_7,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10_8,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR10_9,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR14_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR14_2,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR15_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR15_10,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR15_11,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR15_12,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR15_2,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR15_3,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR15_4,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR15_5,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR15_6,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR15_7,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR15_8,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR15_9,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR4_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR4_2,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR4_3,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_10,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_11,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_12,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR5_2,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_3,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR5_4,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR5_5,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_6,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_7,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_8,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR5_9,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR6_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR6_2,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR6_3,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR6_4,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR6_5,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR6_6,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR7_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_10,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR7_11,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_12,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR7_13,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR7_14,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR7_15,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR7_16,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_17,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_2,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR7_3,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR7_4,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_5,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_6,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_7,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_8,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR7_9,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_1,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_10,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_11,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR8A_12,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_13,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR8A_14,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_15,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR8A_2,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR8A_3,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_4,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR8A_5,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR8A_6,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_7,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_8,Slovenia,Prikrnica,North-Eastern ,L,FZ3
SL_Pr_PR8A_9,Slovenia,Prikrnica,North-Eastern ,R,FZ3
SL_Pr_PR8B_1,Slovenia,Prikrnica,North-Eastern ,R,FZ3
